date;time;p_e;P_th synthetisch;P_th synthetisch [MWh];p_fuel [mw]
01.01.25;00:00:00;1,02;0;0;0
01.01.25;01:00:00;0,54;0;0;0
01.01.25;02:00:00;-0,74;0;0;0
01.01.25;03:00:00;-1,31;0;0;0
01.01.25;04:00:00;-3,26;0;0;0
01.01.25;05:00:00;-2,72;0;0;0
01.01.25;06:00:00;-2,8;0;0;0
01.01.25;07:00:00;-1,44;0;0;0
01.01.25;08:00:00;-5;0;0;0
01.01.25;09:00:00;-4,14;0;0;0
01.01.25;10:00:00;-5,36;0;0;0
01.01.25;11:00:00;-2,95;0;0;0
01.01.25;12:00:00;-2,57;0;0;0
01.01.25;13:00:00;-2,33;0;0;0
01.01.25;14:00:00;-2,76;0;0;0
01.01.25;15:00:00;-0,55;0;0;0
01.01.25;16:00:00;-0,26;0;0;0
01.01.25;17:00:00;2,04;0;0;0
01.01.25;18:00:00;4,84;0;0;0
01.01.25;19:00:00;4,86;0;0;0
01.01.25;20:00:00;4,78;0;0;0
01.01.25;21:00:00;1,84;0;0;0
01.01.25;22:00:00;6,86;0;0;0
01.01.25;23:00:00;4,04;0;0;0
02.01.25;00:00:00;5,9;0;0;0
02.01.25;01:00:00;5,23;0;0;0
02.01.25;02:00:00;13,02;0;0;0
02.01.25;03:00:00;16,36;0;0;0
02.01.25;04:00:00;17,73;0;0;0
02.01.25;05:00:00;38,94;0;0;0
02.01.25;06:00:00;68,52;0;0;0
02.01.25;07:00:00;103,45;119,8252773;0,119825277;0,277373326
02.01.25;08:00:00;119,82;197,893261;0,197893261;0,458086252
02.01.25;09:00:00;126,66;197,893261;0,197893261;0,458086252
02.01.25;10:00:00;123,88;197,893261;0,197893261;0,458086252
02.01.25;11:00:00;121,37;197,893261;0,197893261;0,458086252
02.01.25;12:00:00;117,18;197,893261;0,197893261;0,458086252
02.01.25;13:00:00;116,35;197,893261;0,197893261;0,458086252
02.01.25;14:00:00;121,24;197,893261;0,197893261;0,458086252
02.01.25;15:00:00;129,9;197,893261;0,197893261;0,458086252
02.01.25;16:00:00;136,24;197,893261;0,197893261;0,458086252
02.01.25;17:00:00;151,92;197,893261;0,197893261;0,458086252
02.01.25;18:00:00;151,73;197,893261;0,197893261;0,458086252
02.01.25;19:00:00;139,88;197,893261;0,197893261;0,458086252
02.01.25;20:00:00;129,99;197,893261;0,197893261;0,458086252
02.01.25;21:00:00;116,89;197,893261;0,197893261;0,458086252
02.01.25;22:00:00;112,21;197,893261;0,197893261;0,458086252
02.01.25;23:00:00;91,74;119,8252773;0,119825277;0,277373326
03.01.25;00:00:00;94,17;119,8252773;0,119825277;0,277373326
03.01.25;01:00:00;85,59;0;0;0
03.01.25;02:00:00;80,53;0;0;0
03.01.25;03:00:00;77,17;0;0;0
03.01.25;04:00:00;73,67;0;0;0
03.01.25;05:00:00;77,03;0;0;0
03.01.25;06:00:00;82,33;0;0;0
03.01.25;07:00:00;87,55;0;0;0
03.01.25;08:00:00;95,01;119,8252773;0,119825277;0,277373326
03.01.25;09:00:00;93,56;119,8252773;0,119825277;0,277373326
03.01.25;10:00:00;84,77;0;0;0
03.01.25;11:00:00;76,39;0;0;0
03.01.25;12:00:00;75,94;0;0;0
03.01.25;13:00:00;79,66;0;0;0
03.01.25;14:00:00;84,57;0;0;0
03.01.25;15:00:00;97,15;119,8252773;0,119825277;0,277373326
03.01.25;16:00:00;113,78;197,893261;0,197893261;0,458086252
03.01.25;17:00:00;126,63;197,893261;0,197893261;0,458086252
03.01.25;18:00:00;126,67;197,893261;0,197893261;0,458086252
03.01.25;19:00:00;121,52;197,893261;0,197893261;0,458086252
03.01.25;20:00:00;117,16;197,893261;0,197893261;0,458086252
03.01.25;21:00:00;109,98;197,893261;0,197893261;0,458086252
03.01.25;22:00:00;102,45;119,8252773;0,119825277;0,277373326
03.01.25;23:00:00;90,78;119,8252773;0,119825277;0,277373326
04.01.25;00:00:00;91,75;119,8252773;0,119825277;0,277373326
04.01.25;01:00:00;89,84;119,8252773;0,119825277;0,277373326
04.01.25;02:00:00;92,04;119,8252773;0,119825277;0,277373326
04.01.25;03:00:00;94,46;119,8252773;0,119825277;0,277373326
04.01.25;04:00:00;101,13;119,8252773;0,119825277;0,277373326
04.01.25;05:00:00;106,76;197,893261;0,197893261;0,458086252
04.01.25;06:00:00;114,48;197,893261;0,197893261;0,458086252
04.01.25;07:00:00;124,55;197,893261;0,197893261;0,458086252
04.01.25;08:00:00;132,82;197,893261;0,197893261;0,458086252
04.01.25;09:00:00;133,94;197,893261;0,197893261;0,458086252
04.01.25;10:00:00;132,5;197,893261;0,197893261;0,458086252
04.01.25;11:00:00;127,28;197,893261;0,197893261;0,458086252
04.01.25;12:00:00;126,12;197,893261;0,197893261;0,458086252
04.01.25;13:00:00;126,25;197,893261;0,197893261;0,458086252
04.01.25;14:00:00;132,71;197,893261;0,197893261;0,458086252
04.01.25;15:00:00;138,86;197,893261;0,197893261;0,458086252
04.01.25;16:00:00;143,1;197,893261;0,197893261;0,458086252
04.01.25;17:00:00;152,96;197,893261;0,197893261;0,458086252
04.01.25;18:00:00;147;197,893261;0,197893261;0,458086252
04.01.25;19:00:00;139,52;197,893261;0,197893261;0,458086252
04.01.25;20:00:00;131,25;197,893261;0,197893261;0,458086252
04.01.25;21:00:00;124,42;197,893261;0,197893261;0,458086252
04.01.25;22:00:00;119,84;197,893261;0,197893261;0,458086252
04.01.25;23:00:00;109,26;197,893261;0,197893261;0,458086252
05.01.25;00:00:00;106,42;197,893261;0,197893261;0,458086252
05.01.25;01:00:00;97,17;119,8252773;0,119825277;0,277373326
05.01.25;02:00:00;93,93;119,8252773;0,119825277;0,277373326
05.01.25;03:00:00;92,72;119,8252773;0,119825277;0,277373326
05.01.25;04:00:00;88,58;119,8252773;0,119825277;0,277373326
05.01.25;05:00:00;82,77;0;0;0
05.01.25;06:00:00;76,1;0;0;0
05.01.25;07:00:00;82,12;0;0;0
05.01.25;08:00:00;87,02;0;0;0
05.01.25;09:00:00;89,58;119,8252773;0,119825277;0,277373326
05.01.25;10:00:00;89,44;119,8252773;0,119825277;0,277373326
05.01.25;11:00:00;93,04;119,8252773;0,119825277;0,277373326
05.01.25;12:00:00;89,62;119,8252773;0,119825277;0,277373326
05.01.25;13:00:00;86,69;0;0;0
05.01.25;14:00:00;67;0;0;0
05.01.25;15:00:00;58,32;0;0;0
05.01.25;16:00:00;56,86;0;0;0
05.01.25;17:00:00;64,15;0;0;0
05.01.25;18:00:00;65,03;0;0;0
05.01.25;19:00:00;56,14;0;0;0
05.01.25;20:00:00;45,79;0;0;0
05.01.25;21:00:00;41,76;0;0;0
05.01.25;22:00:00;36,08;0;0;0
05.01.25;23:00:00;20,51;0;0;0
06.01.25;00:00:00;17,2;0;0;0
06.01.25;01:00:00;11,6;0;0;0
06.01.25;02:00:00;7,58;0;0;0
06.01.25;03:00:00;6,47;0;0;0
06.01.25;04:00:00;7,59;0;0;0
06.01.25;05:00:00;11,92;0;0;0
06.01.25;06:00:00;20,54;0;0;0
06.01.25;07:00:00;38,86;0;0;0
06.01.25;08:00:00;45,19;0;0;0
06.01.25;09:00:00;43,28;0;0;0
06.01.25;10:00:00;42,92;0;0;0
06.01.25;11:00:00;38,38;0;0;0
06.01.25;12:00:00;33,38;0;0;0
06.01.25;13:00:00;31,3;0;0;0
06.01.25;14:00:00;30,99;0;0;0
06.01.25;15:00:00;36,07;0;0;0
06.01.25;16:00:00;41,43;0;0;0
06.01.25;17:00:00;48,83;0;0;0
06.01.25;18:00:00;45,81;0;0;0
06.01.25;19:00:00;38,36;0;0;0
06.01.25;20:00:00;41,92;0;0;0
06.01.25;21:00:00;30,02;0;0;0
06.01.25;22:00:00;39,22;0;0;0
06.01.25;23:00:00;25,09;0;0;0
07.01.25;00:00:00;17,71;0;0;0
07.01.25;01:00:00;9,76;0;0;0
07.01.25;02:00:00;9,47;0;0;0
07.01.25;03:00:00;7,86;0;0;0
07.01.25;04:00:00;8,3;0;0;0
07.01.25;05:00:00;13,05;0;0;0
07.01.25;06:00:00;49,27;0;0;0
07.01.25;07:00:00;77,24;0;0;0
07.01.25;08:00:00;86,33;0;0;0
07.01.25;09:00:00;81,27;0;0;0
07.01.25;10:00:00;73,68;0;0;0
07.01.25;11:00:00;63,41;0;0;0
07.01.25;12:00:00;59,64;0;0;0
07.01.25;13:00:00;61,07;0;0;0
07.01.25;14:00:00;69,38;0;0;0
07.01.25;15:00:00;79,34;0;0;0
07.01.25;16:00:00;86,39;0;0;0
07.01.25;17:00:00;97,94;119,8252773;0,119825277;0,277373326
07.01.25;18:00:00;99,64;119,8252773;0,119825277;0,277373326
07.01.25;19:00:00;89,91;119,8252773;0,119825277;0,277373326
07.01.25;20:00:00;82,24;0;0;0
07.01.25;21:00:00;71,4;0;0;0
07.01.25;22:00:00;67,35;0;0;0
07.01.25;23:00:00;45,82;0;0;0
08.01.25;00:00:00;59,47;0;0;0
08.01.25;01:00:00;56,22;0;0;0
08.01.25;02:00:00;52,66;0;0;0
08.01.25;03:00:00;51,28;0;0;0
08.01.25;04:00:00;58,56;0;0;0
08.01.25;05:00:00;68,47;0;0;0
08.01.25;06:00:00;81,77;0;0;0
08.01.25;07:00:00;104,67;197,893261;0,197893261;0,458086252
08.01.25;08:00:00;123,89;197,893261;0,197893261;0,458086252
08.01.25;09:00:00;113,24;197,893261;0,197893261;0,458086252
08.01.25;10:00:00;104,49;197,893261;0,197893261;0,458086252
08.01.25;11:00:00;104,72;197,893261;0,197893261;0,458086252
08.01.25;12:00:00;99,13;119,8252773;0,119825277;0,277373326
08.01.25;13:00:00;103,68;197,893261;0,197893261;0,458086252
08.01.25;14:00:00;113,72;197,893261;0,197893261;0,458086252
08.01.25;15:00:00;131,89;197,893261;0,197893261;0,458086252
08.01.25;16:00:00;139,39;197,893261;0,197893261;0,458086252
08.01.25;17:00:00;153,32;197,893261;0,197893261;0,458086252
08.01.25;18:00:00;150,66;197,893261;0,197893261;0,458086252
08.01.25;19:00:00;144,33;197,893261;0,197893261;0,458086252
08.01.25;20:00:00;138,15;197,893261;0,197893261;0,458086252
08.01.25;21:00:00;126,27;197,893261;0,197893261;0,458086252
08.01.25;22:00:00;115,86;197,893261;0,197893261;0,458086252
08.01.25;23:00:00;106,52;197,893261;0,197893261;0,458086252
09.01.25;00:00:00;103,36;119,8252773;0,119825277;0,277373326
09.01.25;01:00:00;101,2;119,8252773;0,119825277;0,277373326
09.01.25;02:00:00;98,53;119,8252773;0,119825277;0,277373326
09.01.25;03:00:00;97,14;119,8252773;0,119825277;0,277373326
09.01.25;04:00:00;100,37;119,8252773;0,119825277;0,277373326
09.01.25;05:00:00;107,51;197,893261;0,197893261;0,458086252
09.01.25;06:00:00;134,62;197,893261;0,197893261;0,458086252
09.01.25;07:00:00;153,44;197,893261;0,197893261;0,458086252
09.01.25;08:00:00;169,24;197,893261;0,197893261;0,458086252
09.01.25;09:00:00;161,63;197,893261;0,197893261;0,458086252
09.01.25;10:00:00;150,36;197,893261;0,197893261;0,458086252
09.01.25;11:00:00;143,5;197,893261;0,197893261;0,458086252
09.01.25;12:00:00;135,85;197,893261;0,197893261;0,458086252
09.01.25;13:00:00;130,41;197,893261;0,197893261;0,458086252
09.01.25;14:00:00;128,58;197,893261;0,197893261;0,458086252
09.01.25;15:00:00;128,93;197,893261;0,197893261;0,458086252
09.01.25;16:00:00;126,87;197,893261;0,197893261;0,458086252
09.01.25;17:00:00;134,64;197,893261;0,197893261;0,458086252
09.01.25;18:00:00;133,18;197,893261;0,197893261;0,458086252
09.01.25;19:00:00;122,52;197,893261;0,197893261;0,458086252
09.01.25;20:00:00;118,28;197,893261;0,197893261;0,458086252
09.01.25;21:00:00;105,77;197,893261;0,197893261;0,458086252
09.01.25;22:00:00;96,61;119,8252773;0,119825277;0,277373326
09.01.25;23:00:00;83,24;0;0;0
10.01.25;00:00:00;84,64;0;0;0
10.01.25;01:00:00;79,9;0;0;0
10.01.25;02:00:00;73,61;0;0;0
10.01.25;03:00:00;70,5;0;0;0
10.01.25;04:00:00;72,99;0;0;0
10.01.25;05:00:00;83,44;0;0;0
10.01.25;06:00:00;95,33;119,8252773;0,119825277;0,277373326
10.01.25;07:00:00;119,84;197,893261;0,197893261;0,458086252
10.01.25;08:00:00;137,17;197,893261;0,197893261;0,458086252
10.01.25;09:00:00;135,07;197,893261;0,197893261;0,458086252
10.01.25;10:00:00;122,74;197,893261;0,197893261;0,458086252
10.01.25;11:00:00;112,3;197,893261;0,197893261;0,458086252
10.01.25;12:00:00;109,22;197,893261;0,197893261;0,458086252
10.01.25;13:00:00;106,77;197,893261;0,197893261;0,458086252
10.01.25;14:00:00;111,4;197,893261;0,197893261;0,458086252
10.01.25;15:00:00;127,24;197,893261;0,197893261;0,458086252
10.01.25;16:00:00;136,09;197,893261;0,197893261;0,458086252
10.01.25;17:00:00;145,68;197,893261;0,197893261;0,458086252
10.01.25;18:00:00;146,25;197,893261;0,197893261;0,458086252
10.01.25;19:00:00;141,48;197,893261;0,197893261;0,458086252
10.01.25;20:00:00;132,66;197,893261;0,197893261;0,458086252
10.01.25;21:00:00;120,86;197,893261;0,197893261;0,458086252
10.01.25;22:00:00;118,65;197,893261;0,197893261;0,458086252
10.01.25;23:00:00;109,46;197,893261;0,197893261;0,458086252
11.01.25;00:00:00;106,82;197,893261;0,197893261;0,458086252
11.01.25;01:00:00;99,82;119,8252773;0,119825277;0,277373326
11.01.25;02:00:00;97,56;119,8252773;0,119825277;0,277373326
11.01.25;03:00:00;92,54;119,8252773;0,119825277;0,277373326
11.01.25;04:00:00;90,72;119,8252773;0,119825277;0,277373326
11.01.25;05:00:00;91,25;119,8252773;0,119825277;0,277373326
11.01.25;06:00:00;91,84;119,8252773;0,119825277;0,277373326
11.01.25;07:00:00;100,81;119,8252773;0,119825277;0,277373326
11.01.25;08:00:00;112,13;197,893261;0,197893261;0,458086252
11.01.25;09:00:00;110,35;197,893261;0,197893261;0,458086252
11.01.25;10:00:00;106,27;197,893261;0,197893261;0,458086252
11.01.25;11:00:00;100,87;119,8252773;0,119825277;0,277373326
11.01.25;12:00:00;97,41;119,8252773;0,119825277;0,277373326
11.01.25;13:00:00;93,78;119,8252773;0,119825277;0,277373326
11.01.25;14:00:00;94,7;119,8252773;0,119825277;0,277373326
11.01.25;15:00:00;105,49;197,893261;0,197893261;0,458086252
11.01.25;16:00:00;114,06;197,893261;0,197893261;0,458086252
11.01.25;17:00:00;120,82;197,893261;0,197893261;0,458086252
11.01.25;18:00:00;124,7;197,893261;0,197893261;0,458086252
11.01.25;19:00:00;118,43;197,893261;0,197893261;0,458086252
11.01.25;20:00:00;112,15;197,893261;0,197893261;0,458086252
11.01.25;21:00:00;105,17;197,893261;0,197893261;0,458086252
11.01.25;22:00:00;104,59;197,893261;0,197893261;0,458086252
11.01.25;23:00:00;102,92;119,8252773;0,119825277;0,277373326
12.01.25;00:00:00;91,49;119,8252773;0,119825277;0,277373326
12.01.25;01:00:00;90,06;119,8252773;0,119825277;0,277373326
12.01.25;02:00:00;90,4;119,8252773;0,119825277;0,277373326
12.01.25;03:00:00;88,87;119,8252773;0,119825277;0,277373326
12.01.25;04:00:00;89,06;119,8252773;0,119825277;0,277373326
12.01.25;05:00:00;89,34;119,8252773;0,119825277;0,277373326
12.01.25;06:00:00;89,96;119,8252773;0,119825277;0,277373326
12.01.25;07:00:00;100,88;119,8252773;0,119825277;0,277373326
12.01.25;08:00:00;111,64;197,893261;0,197893261;0,458086252
12.01.25;09:00:00;117,87;197,893261;0,197893261;0,458086252
12.01.25;10:00:00;117,13;197,893261;0,197893261;0,458086252
12.01.25;11:00:00;109,4;197,893261;0,197893261;0,458086252
12.01.25;12:00:00;107,26;197,893261;0,197893261;0,458086252
12.01.25;13:00:00;105,18;197,893261;0,197893261;0,458086252
12.01.25;14:00:00;108,42;197,893261;0,197893261;0,458086252
12.01.25;15:00:00;120;197,893261;0,197893261;0,458086252
12.01.25;16:00:00;131,26;197,893261;0,197893261;0,458086252
12.01.25;17:00:00;140,4;197,893261;0,197893261;0,458086252
12.01.25;18:00:00;144,17;197,893261;0,197893261;0,458086252
12.01.25;19:00:00;141,2;197,893261;0,197893261;0,458086252
12.01.25;20:00:00;133,55;197,893261;0,197893261;0,458086252
12.01.25;21:00:00;127,15;197,893261;0,197893261;0,458086252
12.01.25;22:00:00;121,99;197,893261;0,197893261;0,458086252
12.01.25;23:00:00;113,4;197,893261;0,197893261;0,458086252
13.01.25;00:00:00;109,24;197,893261;0,197893261;0,458086252
13.01.25;01:00:00;103,91;197,893261;0,197893261;0,458086252
13.01.25;02:00:00;103,42;119,8252773;0,119825277;0,277373326
13.01.25;03:00:00;100,66;119,8252773;0,119825277;0,277373326
13.01.25;04:00:00;100,85;119,8252773;0,119825277;0,277373326
13.01.25;05:00:00;109,72;197,893261;0,197893261;0,458086252
13.01.25;06:00:00;134,94;197,893261;0,197893261;0,458086252
13.01.25;07:00:00;165,52;197,893261;0,197893261;0,458086252
13.01.25;08:00:00;193,06;197,893261;0,197893261;0,458086252
13.01.25;09:00:00;165,39;197,893261;0,197893261;0,458086252
13.01.25;10:00:00;139,9;197,893261;0,197893261;0,458086252
13.01.25;11:00:00;122,01;197,893261;0,197893261;0,458086252
13.01.25;12:00:00;111,45;197,893261;0,197893261;0,458086252
13.01.25;13:00:00;110,22;197,893261;0,197893261;0,458086252
13.01.25;14:00:00;114,55;197,893261;0,197893261;0,458086252
13.01.25;15:00:00;135,32;197,893261;0,197893261;0,458086252
13.01.25;16:00:00;140,81;197,893261;0,197893261;0,458086252
13.01.25;17:00:00;151,34;197,893261;0,197893261;0,458086252
13.01.25;18:00:00;148,2;197,893261;0,197893261;0,458086252
13.01.25;19:00:00;138,45;197,893261;0,197893261;0,458086252
13.01.25;20:00:00;126,69;197,893261;0,197893261;0,458086252
13.01.25;21:00:00;118,17;197,893261;0,197893261;0,458086252
13.01.25;22:00:00;114,09;197,893261;0,197893261;0,458086252
13.01.25;23:00:00;100,08;119,8252773;0,119825277;0,277373326
14.01.25;00:00:00;107,91;197,893261;0,197893261;0,458086252
14.01.25;01:00:00;104,14;197,893261;0,197893261;0,458086252
14.01.25;02:00:00;99,33;119,8252773;0,119825277;0,277373326
14.01.25;03:00:00;98;119,8252773;0,119825277;0,277373326
14.01.25;04:00:00;100,46;119,8252773;0,119825277;0,277373326
14.01.25;05:00:00;109,2;197,893261;0,197893261;0,458086252
14.01.25;06:00:00;126,3;197,893261;0,197893261;0,458086252
14.01.25;07:00:00;153,86;197,893261;0,197893261;0,458086252
14.01.25;08:00:00;170,65;197,893261;0,197893261;0,458086252
14.01.25;09:00:00;148,07;197,893261;0,197893261;0,458086252
14.01.25;10:00:00;121,76;197,893261;0,197893261;0,458086252
14.01.25;11:00:00;113,68;197,893261;0,197893261;0,458086252
14.01.25;12:00:00;106,37;197,893261;0,197893261;0,458086252
14.01.25;13:00:00;110,4;197,893261;0,197893261;0,458086252
14.01.25;14:00:00;116,8;197,893261;0,197893261;0,458086252
14.01.25;15:00:00;129,88;197,893261;0,197893261;0,458086252
14.01.25;16:00:00;142,83;197,893261;0,197893261;0,458086252
14.01.25;17:00:00;163,32;197,893261;0,197893261;0,458086252
14.01.25;18:00:00;159,61;197,893261;0,197893261;0,458086252
14.01.25;19:00:00;151,32;197,893261;0,197893261;0,458086252
14.01.25;20:00:00;139,26;197,893261;0,197893261;0,458086252
14.01.25;21:00:00;122,17;197,893261;0,197893261;0,458086252
14.01.25;22:00:00;121,09;197,893261;0,197893261;0,458086252
14.01.25;23:00:00;120,89;197,893261;0,197893261;0,458086252
15.01.25;00:00:00;108,69;197,893261;0,197893261;0,458086252
15.01.25;01:00:00;108,6;197,893261;0,197893261;0,458086252
15.01.25;02:00:00;108,98;197,893261;0,197893261;0,458086252
15.01.25;03:00:00;108,85;197,893261;0,197893261;0,458086252
15.01.25;04:00:00;109,46;197,893261;0,197893261;0,458086252
15.01.25;05:00:00;115,26;197,893261;0,197893261;0,458086252
15.01.25;06:00:00;149,27;197,893261;0,197893261;0,458086252
15.01.25;07:00:00;207,82;197,893261;0,197893261;0,458086252
15.01.25;08:00:00;286,57;197,893261;0,197893261;0,458086252
15.01.25;09:00:00;301,12;197,893261;0,197893261;0,458086252
15.01.25;10:00:00;300,05;197,893261;0,197893261;0,458086252
15.01.25;11:00:00;302,4;197,893261;0,197893261;0,458086252
15.01.25;12:00:00;300,23;197,893261;0,197893261;0,458086252
15.01.25;13:00:00;299,33;197,893261;0,197893261;0,458086252
15.01.25;14:00:00;296,2;197,893261;0,197893261;0,458086252
15.01.25;15:00:00;325,24;197,893261;0,197893261;0,458086252
15.01.25;16:00:00;338,39;197,893261;0,197893261;0,458086252
15.01.25;17:00:00;396,44;197,893261;0,197893261;0,458086252
15.01.25;18:00:00;339,48;197,893261;0,197893261;0,458086252
15.01.25;19:00:00;289,48;197,893261;0,197893261;0,458086252
15.01.25;20:00:00;205,53;197,893261;0,197893261;0,458086252
15.01.25;21:00:00;162,96;197,893261;0,197893261;0,458086252
15.01.25;22:00:00;143,64;197,893261;0,197893261;0,458086252
15.01.25;23:00:00;130,99;197,893261;0,197893261;0,458086252
16.01.25;00:00:00;126,59;197,893261;0,197893261;0,458086252
16.01.25;01:00:00;119,49;197,893261;0,197893261;0,458086252
16.01.25;02:00:00;117,17;197,893261;0,197893261;0,458086252
16.01.25;03:00:00;114,52;197,893261;0,197893261;0,458086252
16.01.25;04:00:00;116,98;197,893261;0,197893261;0,458086252
16.01.25;05:00:00;122,65;197,893261;0,197893261;0,458086252
16.01.25;06:00:00;143,5;197,893261;0,197893261;0,458086252
16.01.25;07:00:00;180,73;197,893261;0,197893261;0,458086252
16.01.25;08:00:00;204,57;197,893261;0,197893261;0,458086252
16.01.25;09:00:00;183,54;197,893261;0,197893261;0,458086252
16.01.25;10:00:00;162,88;197,893261;0,197893261;0,458086252
16.01.25;11:00:00;144,29;197,893261;0,197893261;0,458086252
16.01.25;12:00:00;134,67;197,893261;0,197893261;0,458086252
16.01.25;13:00:00;134,85;197,893261;0,197893261;0,458086252
16.01.25;14:00:00;146,2;197,893261;0,197893261;0,458086252
16.01.25;15:00:00;171,43;197,893261;0,197893261;0,458086252
16.01.25;16:00:00;188,35;197,893261;0,197893261;0,458086252
16.01.25;17:00:00;207,51;197,893261;0,197893261;0,458086252
16.01.25;18:00:00;199,4;197,893261;0,197893261;0,458086252
16.01.25;19:00:00;186,92;197,893261;0,197893261;0,458086252
16.01.25;20:00:00;163,31;197,893261;0,197893261;0,458086252
16.01.25;21:00:00;141,12;197,893261;0,197893261;0,458086252
16.01.25;22:00:00;134,65;197,893261;0,197893261;0,458086252
16.01.25;23:00:00;123,22;197,893261;0,197893261;0,458086252
17.01.25;00:00:00;118,49;197,893261;0,197893261;0,458086252
17.01.25;01:00:00;116,2;197,893261;0,197893261;0,458086252
17.01.25;02:00:00;114,06;197,893261;0,197893261;0,458086252
17.01.25;03:00:00;112,56;197,893261;0,197893261;0,458086252
17.01.25;04:00:00;114,38;197,893261;0,197893261;0,458086252
17.01.25;05:00:00;121,43;197,893261;0,197893261;0,458086252
17.01.25;06:00:00;142,94;197,893261;0,197893261;0,458086252
17.01.25;07:00:00;178,08;197,893261;0,197893261;0,458086252
17.01.25;08:00:00;208,1;197,893261;0,197893261;0,458086252
17.01.25;09:00:00;178,53;197,893261;0,197893261;0,458086252
17.01.25;10:00:00;156;197,893261;0,197893261;0,458086252
17.01.25;11:00:00;141,45;197,893261;0,197893261;0,458086252
17.01.25;12:00:00;129,43;197,893261;0,197893261;0,458086252
17.01.25;13:00:00;126,29;197,893261;0,197893261;0,458086252
17.01.25;14:00:00;133,82;197,893261;0,197893261;0,458086252
17.01.25;15:00:00;151,02;197,893261;0,197893261;0,458086252
17.01.25;16:00:00;173,33;197,893261;0,197893261;0,458086252
17.01.25;17:00:00;183,09;197,893261;0,197893261;0,458086252
17.01.25;18:00:00;185,96;197,893261;0,197893261;0,458086252
17.01.25;19:00:00;178,36;197,893261;0,197893261;0,458086252
17.01.25;20:00:00;157,09;197,893261;0,197893261;0,458086252
17.01.25;21:00:00;145,4;197,893261;0,197893261;0,458086252
17.01.25;22:00:00;138,98;197,893261;0,197893261;0,458086252
17.01.25;23:00:00;128,52;197,893261;0,197893261;0,458086252
18.01.25;00:00:00;125,7;197,893261;0,197893261;0,458086252
18.01.25;01:00:00;121,02;197,893261;0,197893261;0,458086252
18.01.25;02:00:00;120,4;197,893261;0,197893261;0,458086252
18.01.25;03:00:00;118,78;197,893261;0,197893261;0,458086252
18.01.25;04:00:00;117,33;197,893261;0,197893261;0,458086252
18.01.25;05:00:00;118,97;197,893261;0,197893261;0,458086252
18.01.25;06:00:00;121,27;197,893261;0,197893261;0,458086252
18.01.25;07:00:00;134,77;197,893261;0,197893261;0,458086252
18.01.25;08:00:00;145,83;197,893261;0,197893261;0,458086252
18.01.25;09:00:00;144,3;197,893261;0,197893261;0,458086252
18.01.25;10:00:00;135,88;197,893261;0,197893261;0,458086252
18.01.25;11:00:00;122,51;197,893261;0,197893261;0,458086252
18.01.25;12:00:00;119,74;197,893261;0,197893261;0,458086252
18.01.25;13:00:00;116,39;197,893261;0,197893261;0,458086252
18.01.25;14:00:00;119,7;197,893261;0,197893261;0,458086252
18.01.25;15:00:00;133,15;197,893261;0,197893261;0,458086252
18.01.25;16:00:00;149,58;197,893261;0,197893261;0,458086252
18.01.25;17:00:00;161;197,893261;0,197893261;0,458086252
18.01.25;18:00:00;168,66;197,893261;0,197893261;0,458086252
18.01.25;19:00:00;165,93;197,893261;0,197893261;0,458086252
18.01.25;20:00:00;152,2;197,893261;0,197893261;0,458086252
18.01.25;21:00:00;141,31;197,893261;0,197893261;0,458086252
18.01.25;22:00:00;134,2;197,893261;0,197893261;0,458086252
18.01.25;23:00:00;126,91;197,893261;0,197893261;0,458086252
19.01.25;00:00:00;127,5;197,893261;0,197893261;0,458086252
19.01.25;01:00:00;123,44;197,893261;0,197893261;0,458086252
19.01.25;02:00:00;121,52;197,893261;0,197893261;0,458086252
19.01.25;03:00:00;119,16;197,893261;0,197893261;0,458086252
19.01.25;04:00:00;118,25;197,893261;0,197893261;0,458086252
19.01.25;05:00:00;119,14;197,893261;0,197893261;0,458086252
19.01.25;06:00:00;121,51;197,893261;0,197893261;0,458086252
19.01.25;07:00:00;125,99;197,893261;0,197893261;0,458086252
19.01.25;08:00:00;129,82;197,893261;0,197893261;0,458086252
19.01.25;09:00:00;128,48;197,893261;0,197893261;0,458086252
19.01.25;10:00:00;122,16;197,893261;0,197893261;0,458086252
19.01.25;11:00:00;115,32;197,893261;0,197893261;0,458086252
19.01.25;12:00:00;108,56;197,893261;0,197893261;0,458086252
19.01.25;13:00:00;106,01;197,893261;0,197893261;0,458086252
19.01.25;14:00:00;113,9;197,893261;0,197893261;0,458086252
19.01.25;15:00:00;125,64;197,893261;0,197893261;0,458086252
19.01.25;16:00:00;139,73;197,893261;0,197893261;0,458086252
19.01.25;17:00:00;150,64;197,893261;0,197893261;0,458086252
19.01.25;18:00:00;156;197,893261;0,197893261;0,458086252
19.01.25;19:00:00;156,36;197,893261;0,197893261;0,458086252
19.01.25;20:00:00;148,94;197,893261;0,197893261;0,458086252
19.01.25;21:00:00;139,83;197,893261;0,197893261;0,458086252
19.01.25;22:00:00;134,59;197,893261;0,197893261;0,458086252
19.01.25;23:00:00;122,67;197,893261;0,197893261;0,458086252
20.01.25;00:00:00;125,6;197,893261;0,197893261;0,458086252
20.01.25;01:00:00;123,54;197,893261;0,197893261;0,458086252
20.01.25;02:00:00;120,22;197,893261;0,197893261;0,458086252
20.01.25;03:00:00;118,4;197,893261;0,197893261;0,458086252
